Id,titolo,descrizione,img,categoria,tag,territorio,URL,link-search,fontedati,collaborazione,data,mese,anno
171,Stoccaggio rifiuti speciali a Palermo,Gestione e stoccaggio rifiuti speciali o pericolosi nel 2015 a Palermo,legend/clip_index/gest_stoccaggio.jpg,"Ambiente,Rifiuti,Territorio","Rifiuti Speciali,Stoccaggio,Palermo",Palermo,gest_stoccaggio.html,https://palermohub.opendatasicilia.it/gest_stoccaggio.html,Comune di Palermo,@cirospat,08-03-2016,2016-March,2016
172,Inquinamento acustico a Palermo nel 2015,Interventi di Polizia Municipale per inquinamento acustico 2015 a Palermo,legend/clip_index/inquinamento_acustico.jpg,"Ambiente,Salute,Territorio","Inquinamento Acustico,Controlli,Palermo",Palermo,inquinamento_acustico.html,https://palermohub.opendatasicilia.it/inquinamento_acustico.html,Comune di Palermo,@cirospat,07-03-2016,2016-March,2016
173,Verbali nel 2015 per irregolare conferimento rifiuti a Palermo,Verbali elevati nel 2015 per irregolare conferimento rifiuti o raccolta differenziata a Palermo,legend/clip_index/verbali.jpg,"Ambiente,Rifiuti,Territorio","Verbali,Rifiuti,Palermo",Palermo,verbali.html,https://palermohub.opendatasicilia.it/verbali.html,Comune di Palermo,@cirospat,07-03-2016,2016-March,2016
174,Vittime di mafia a Palermo,Localizzazione dei siti con vittime di mafia a Palermo,legend/clip_index/vittime_mafia.jpg,"Sicurezza,Storia,Territorio","Mafia,Vittime,Palermo",Palermo,vittime_mafia.html,https://palermohub.opendatasicilia.it/vittime_mafia.html,vittimemafia.it,@cirospat,05-03-2016,2016-March,2016
175,Cassonetti per la raccolta degli indumenti usati a Palermo,Cassonetti della società RAP SpA per la raccolta degli indumenti usati a Palermo,legend/clip_index/cassonetti_rap.jpg,"Ambiente,Rifiuti,Territorio","Riciclo,Indumenti,RAP",Palermo,cassonetti_rap.html,https://palermohub.opendatasicilia.it/cassonetti_rap.html,Comune di Palermo,@cirospat,01-03-2016,2016-March,2016
176,Mappa calore dei beni confiscati alle criminalità in Italia,Dati aggregati su base regionale provinciale e comunale a partire da quelli ufficiali dell'ANBSC aggiornati al 31 dicembre 2015 sito dell'agenzia.,legend/clip_index/beni_confiscati.jpg,"Urbanistica,Economia,Dati","Beni Confiscati,Criminalità,Italia",Italia,beni_confiscati.html,https://palermohub.opendatasicilia.it/beni_confiscati.html,confiscatibene.it,@gbvitrano,08-02-2016,2016-February,2016
177,Zonizzazione e vincoli sul territorio della Città di Palermo – Qgis Cloud,Zonizzazione e vincoli sul territorio della Città di Palermo – Qgis Cloud,legend/clip_index/prg_qgis_cloud.jpg,"Urbanistica,Pianificazione,Territorio","Zonizzazione,Vincoli,QGIS",Palermo,prg_qgis_cloud.html,https://palermohub.opendatasicilia.it/prg_qgis_cloud.html,Comune di Palermo,@gbvitrano,22-12-2015,2015-December,2015
178,OPEN Censimenti - Palermo,OPEN Censimenti - Italia su dati Istat 2011,legend/clip_index/opencensimenti_palermo.jpg,"Demografia,Dati,Geografia","ISTAT,Censimento,Italia",Italia,https://public.ixmaps.com.s3-website-eu-west-1.amazonaws.com/stage/app/Istat_basi_territoriali/Censimento_OnePage/index.html,https://public.ixmaps.com.s3-website-eu-west-1.amazonaws.com/stage/app/Istat_basi_territoriali/Censimento_OnePage/index.html,ISTAT,@grichter,04-07-2015,2015-July,2015
179,Piano Particolareggiato Esecutivo del Centro Storico di Palermo – Qgis Cloud,Piano Particolareggiato Esecutivo del Centro Storico di Palermo – Qgis Cloud,legend/clip_index/ppe_qgis_cloud.jpg,"Urbanistica,Pianificazione,Territorio","PPE,Centro Storico,QGIS",Palermo,ppe_qgis_cloud.html,https://palermohub.opendatasicilia.it/ppe_qgis_cloud.html,Comune di Palermo,@gbvitrano,22-05-2015,2015-May,2015
180,Mappatura al 2010 degli interventi nel Centro Storico di Palermo,Mappatura al 2010 degli interventi nel Centro Storico di Palermo,legend/clip_index/int_centro_storico.jpg,"Urbanistica,Storia,Territorio","Interventi,Centro Storico,Palermo",Palermo,int_centro_storico.html,https://palermohub.opendatasicilia.it/int_centro_storico.html,Il futuro del centro storico di Palermo di Maurizio Carta,"Maria Lucia Cannarozzo,Emilio Di Gristina,@gbvitrano",08-05-2015,2015-May,2015
181,Mappa monumentale di Palermo e dell'Agro Palermitano,Stanco della mancanza di una mappa monumentale seria e completa ho deciso di costruirmela da solo nella speranza che sia di gradimento. Marcello Petrucci,legend/clip_index/mappa_monumentale_palermo.jpg,"Cultura,Storia,Territorio","Mappa Monumentale,Palermo,Agro Palermitano",Palermo,mappa_monumentale.html,https://palermohub.opendatasicilia.it/mappa_monumentale.html,Marcello Petrucci,Marcello Petrucci,01-01-2015,2015-January,2015
182,Ortofoto 14 centimetri - Aree Urbane,"Le Ortofoto a risoluzione di 14 cm del SITR della Regione Siciliana - Aree Urbane - Palermo Enna Messina Ragusa Trapani - <a href=""http://opendatasicilia.it/2014/12/24/lortofoto-di-natale-14-centimetri/"" title=""Post OpenDataSicilia.it"" target=""_blank""> L’ortofoto di Natale a 14 centimetri</a>",legend/clip_index/ortofoto14cm.jpg,"Cartografia,Geografia,Territorio","Ortofoto,14 cm,Sicilia",Sicilia,ortofoto14cm.html,https://palermohub.opendatasicilia.it/ortofoto14cm.html,Regione Sicilia,@aborruso,24-12-2014,2014-December,2014
183,Vittime del Conflitto a Gaza,"In memoria delle vite perdute. Questa analisi presenta i dati demografici delle 60,199 vittime documentate nel conflitto in corso (aggiornato al 23 settembre 2025).",legend/clip_index/palestine.jpg,"Conflitti,Palestine","Gaza,Vittime,Guerra","Palestine,Gaza,Israele",https://palermohub.github.io/Palestine/,https://palermohub.github.io/Palestine/,data.techforpalestine.org,@gbvitrano,23-09-2025,2025-September,2025
184,Palermo 2015-2023 • Dashboard Interattiva,Analisi approfondita dei dati 2015-2023 rivela 28.239 incidenti: il 2023 segna l'anno più recente di una serie storica che evidenzia zone rosse e orari critici,legend/clip_index/palermo_incidenti_2015-2023.jpg,"Mobilità,Emergenze,Territorio","Incidenti,Sinistri,Strade pericolose",Palermo,palermo_incidenti.html,https://palermohub.opendatasicilia.it/palermo_incidenti.html,Comune di Palermo,@gbvitrano,09-10-2025,2025-October,2025
185,Chiusure Stradali Capodanno 2026 - Palermo,"Per i festeggiamenti di fine anno 2026, il Comune di Palermo ha deciso di chiudere al traffico diverse strade e piazze del centro storico. Ecco cosa devi sapere.",legend/clip_index/capodanno_2026.jpg,"Turismo,Mobilità,Sociale","Strade chiuse, Capodanno 2026, Divieti ",Palermo,capodanno_2026.html,https://palermohub.opendatasicilia.it/capodanno_2026.html,Comune di Palermo,@gbvitrano,25-12-2025,2025-December,2025
186,Sai se il tuo comune ha i numeri civici a posto?,"C’è uno strumento online, semplice e gratuito, che permette di vedere — con i propri occhi — come stanno andando i lavori sull’Anagrafe Nazionale dei Numeri Civici Stradali Urbani. Si chiama Analisi Numeri Civici ANNCSU – Italia",legend/clip_index/ANNCSU.jpg,"Urbanistica,Pianificazione,Territorio","ANNCSU,PNRR,Numeri Civici,Opendata",Italia,https://gbvitrano.github.io/ANNCSU/index.html,https://gbvitrano.github.io/ANNCSU/index.html,Agenzia delle Entrate,@gbvitrano,31-03-2026,2026-March,2026
187,Analisi raccolta differenziata in Sicilia,"L'applicazione ti permette di esplorare i dati sulla  raccolta differenziata in Sicilia, una mappa interattiva che mostra le percentuali di raccolta differenziata dei rifiuti urbani nei comuni siciliani dal 2010 al 2024.",legend/clip_index/RC_social_card.jpg,"Territorio,Sociale,Dati","Raccolta differenziata,Comuni,Rifiuti",Sicilia,https://gbvitrano.github.io/Differenziata/index.html,https://gbvitrano.github.io/Differenziata/index.html,ISPRA,@gbvitrano,19-04-2026,2026-April,2026
188,Capire il rischio sul territorio: le mappe bivariate del PAI per Palermo,"C'è una domanda che chi si occupa di urbanistica o protezione civile si fa spesso: dove vivono le persone più esposte al rischio idrogeologico?  Non basta sapere dove c'è rischio. Non basta sapere dove c'è gente. Serve vederli insieme, nello stesso posto, sulla stessa mappa.",legend/clip_index/bivariate_pai.jpg,"Territorio,Protezione Civile,Bivariate","PAI,Richio,Pericolo,Sicurezza",Palermo,bivariate_pai.html,Palermo Hub - Capire il rischio sul territorio: le mappe bivariate del PAI per Palermo,Comune di Palermo,@gbvitrano,09-06-2026,2026-June,2026
189,Mappa Bivariata — Densità Civici × Densità Popolazione · Palermo,L'idea di base è che queste due grandezze non sempre si muovono insieme. Un'alta densità di civici segnala un tessuto edilizio fitto o un centro commerciale/terziario; un'alta densità di popolazione segnala dove vive effettivamente la gente. Dove le due densità divergono si nascondono le dinamiche urbane più interessanti.,legend/clip_index/bivariate_annucs.jpg,"Territorio,Protezione Civile,Bivariate","ANNCSU,PNRR,Numeri Civici,Opendata",Palermo,bivariate_anncus.html,https://palermohub.opendatasicilia.it/bivariate_anncus.html,Comune di Palermo,@gbvitrano,10-06-2026,2026-June,2026
190,Densità pop. (ab/km²) × Offerta TPL (corse/ab) · Palermo,"Palermo ha 66 linee di trasporto pubblico, 1.643 fermate e quasi 12.000 corse giornaliere. Ma questi numeri, presi da soli, non bastano per capire se la città è davvero ben servita. Il problema non è quante corse ci sono in totale. È dove vanno.",legend/clip_index/bivariate_tpl.jpg,"Territorio,Amat,Bivariate","TPL,Bus,Tram",Palermo,bivariate_tpl.html,https://palermohub.opendatasicilia.it/bivariate_tpl.html,Comune di Palermo,@gbvitrano,12-06-2026,2026-June,2026
191,Analisi morfologica interattiva del territorio del Comune di Palermo su DTM 5m ad alta risoluzione,"36 analisi morfologiche sul DTM 5m di Palermo: pendenze, stabilità versanti, costruibilità, radiazione solare e molto altro. Mappa 3D interattiva su dati aperti.",legend/clip_index/dtm.jpg,"Territorio,DTM,Analisi","Elevazioni,Pendenze,Esposizione",Palermo,palermo_dtm5m.html,https://palermohub.opendatasicilia.it/palermo_dtm5m.html,"Comune di Palermo,Zenodo",@gbvitrano,27-06-2026,2026-June,2026
192,,,,,,,,,,,,,
